ground_truth_claim,generated_claim,meteor_score
The US Food and Drug Administration has approved a Pfizer monkeypox vaccine,The US government has purchased 13 million Monkeypox vaccines,0.3812
South Africa's President Ramaphosa dancing like he's on drugs,The entire State President Cyril Ramaphosa danced like Nyaope Boys on the floor,0.3982
Video shows made-in-China robot dancers at Shanghai Disneyland,Video shows Chinese dancers dancing in Shanghai Disneyland,0.5575
Arizona canvassing results prove election irregularities in Maricopa County,American citizens living in Maricopa County cast a vote in the election,0.3394
These photographs show the body of basketball star Kobe Bryant,Video shows a man worshiping God,0.0521
Canada adopts Chinese-style social credit system,China’s Corporate Social Credit System,0.4827
Photo shows basketball legend Kobe Bryant's body,Video of a helicopter crashing in India,0.0
US special forces seized Nancy Pelosi's laptop during the storming of the Capitol,The claim: White hats got Nancy Pelosi's laptop,0.3559
American Red Cross does not accept plasma donations from Covid-19 vaccine recipients,The American Red Cross says you don’t donate blood plasma if you’ve had the vaccine.,0.4472
Potassium chloride in vaccines is dangerous,CDC links at the bottom of list of ingredients in vaccines,0.2885
Video shows Indian soldiers crying after Galwan border clashes with China in June 2020,Video shows Kashmiri children crying after being beaten by Chinese in Ladakh,0.3232
Adding a stamp will expedite US mail-in ballots with pre-paid postage,Adding a stamp to your postage paid ballot will force USPS to handle it as first class instead of bullet,0.4295
These photos show the throats of COVID-19 patients,COVID-19 is the highest fever ever given you,0.125
Attempted child abduction at SA mall,Video shows child abduction in N1 city mall,0.4122
Donald Trump officially created a Patriot Party,The claim: President Donald Trump has filed with the FEC for the PATRIOT PARTy,0.4808
"Moving ""corpses"" expose deaths staged by Hamas","The claim: ""Hamas, terrorists can’t stay still for the cameras or when you’re a #dead #Palestinian #martyr""",0.1376
Photo shows people practicing Indian culture in New Zealand,Video shows Indian culture in New Zealand,0.6692
"Image of 'Earth, Jupiter and Venus' as seen from Mars","Video shows Earth, Venus and Jupiter in Mars",0.2137
This video shows Muslims were buried alive by workers of the Bharatiya Janata Party (BJP).,Indian BJP and RSS hooligans burried Muslims alive,0.0882
This video shows landslide in north-eastern India.,Video shows landslide between Guwahati and Shillong road,0.3681
"Facebook post says a woman called ""Lebo Moatshe"" and has ""successfully removed HIV from a sperm cell in a lab""",The claim: Lebo Moatshe has removed HIV from sperm cells,0.3625
Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,50 Cent and Ice Cube have boarded the Trump train,0.4331
LPG cylinder's expiry date,The claim: LPG cylinders are not safe for use and may cause accidents,0.3178
Photo of woman who gave birth to 17 babies,The claim: Catherine Bridge has held the world record by giving birth to 17 babies.,0.405
"ND TV reveals that Ex PM gave money to ""the Hindu"" reporter to publish about possible LTTE attack to Sri Lanka",The claim: Mahinda Rajapaksa funding the Hindu reporter to create fake news about LTTE resurgence,0.1912
Alternative natural treatments to cure serious health conditions,"Coconut water is sterile, but has the same electrolytic balance as human blood",0.0
This video has circulated in reports about a woman arrested for pouring soup on a stranger in Singapore,"The claim: In Singapore no mask, no questions, straight arrest",0.146
Sex traffickers are using $100 bills to lure victims in American cities,A friend told me her sister was at Northgate mall and when she went back to her car there was a $100 bill wrapped with a red ribbon on her door handle.,0.2483
Photo shows Northern Lights captured by NASA,The Northern Lights as seen from space,0.2679
"Coronavirus gone in South Korea and under control in Japan, restrictions in Philippines are too relaxed",Video shows people staying at home for only 3 weeks,0.0
This photo shot from space by a NASA satellite shows the Australian bushfires,Australia is hell on Earth,0.0
White trails behind flying aircraft are chemtrails that spread Covid-19,Video shows Covid-19 vaccines,0.0532
"A video showing a tsunami in Darwin, Australia",The claim: Tsunami struck Australia,0.1149
Brazilian politician furious over nonexistent COVID-19 patients,The claim: BRAZIL members of Parliament broke into a hospital that claimed to have 5 million infected and 200 deaths from COVID-19,0.0581
Person in this video is chief of Taliban praising India's BJP and RSS,Taliban accepted that RSS and BJP are more powerful in India,0.219
Japan's Kowa says ivermectin effective against Omicron in phase III trial,The claim: Ivermectin is effective against Omicron-phase-iii trial,0.2698
DC police escorted Antifa into capital,"The claim: ""The truth of what h@ppened at W-shington, D.C.""",0.0
"Snowfall in holy Islamic city of Medina, Saudi Arabia",Video shows snowfall in Medina Munnawara,0.2662
Video shows American soldiers arriving in Ukraine,Video shows American soldiers in Ukraine,0.8535
Image shows Trump's letter to Biden,Video shows 2021 election,0.0746
Video shows sinking ship in Singapore,Video shows 2021 protests in Nigeria,0.4259
CNN reported US sending troops to Haiti,Video shows U.S. troops in Guantanamo Bay,0.0714
South Africa's VIP protection budget boosted by 1.7 billion rands,Police Minister Bheki Cele says government has approved R3.4 billion in budget cuts for general crime fighting,0.0862
South Africa's power utility Eskom loan with Exim Bank of China,China bought Eskom facility in South Africa,0.2745
the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks,Fauci discovered about HCQ in 2005,0.0298
Image shows police fleeing attack on headquarters in southeast Nigeria,Policemen on the run as Unknown Gunmen (UGM) open fire on Divisional HQ in Imo,0.2388
Petri dish shows bacteria from a mask after being worn for 20 minutes,This is what you breathe in when wearing a mask,0.2012
Photos show Rihanna holding her newborn baby,Photo of RIHANNA's child,0.1471
Photo of a giant Japanese emperor moth,Japanese Giant Emperor moth,0.4711
Trump lost as many jobs as Biden gained during his first five months,"The Federal Reserve Economic Data, “All Employees, Total Nonfarm (PAYEMS)”",0.0
"People vaccinated against Covid-19 pose a health risk to others by ""shedding"" spike proteins",Video shows a woman who died from COVID-19,0.0658
Myanmar used Dominion Voting Systems in fraudulent election,Myanmar used Dominion machines for their election,0.4747
Recent photo of two Ukrainian kids sending off soldiers,Ukrainian children sending off soldiers to fight Russians,0.5596
Anthony Fauci's wife is head of FDA and approved Covid-19 vaccines,The new FDA acting head who approved the Pfizer vaccine is Anthony Fauci's wife,0.6233
"A photo from Ukraine shows several cars have been flipped over by the explosion of a Russian bomb, yet the building behind them looks completely undamaged, which is inconsistent with an explosion.",Video shows Ukrainian windows in Ukraine,0.0312
"Impeaching President Donald Trump means he ""loses his 200K+ pension,"" ""his 1 million dollar/year travel allowance,"" his ""lifetime full secret service detail"" and ""his ability to run in 2024.""",The claim: BenCostiloe lost his pension for the rest of his life,0.0536
"A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.",The claim: BenCostiloe lost his pension for the rest of his life,0.1453
CDC said cigarette smoking doesn't cause cancer in 1958,The CDC says cigarette smoking does not cause autism,0.4505
Ministers of Sri Lanka government discussing with IMF delegates!!(PHOTO),Sri Lanka is bankrupt,0.1442
"The WHO, CDC and New England Journal of Medicine warn against face masks over ""severe health issues""",Anothel Passet vintes en agert,0.0
Children face risks from wearing masks,Video shows children dying from Covid-19,0.1667
"Image shows mismatch between Neil Armstrong's spacesuit and boot print left on the Moon, therefore Moon landing was a hoax","This is Neil Armstrong's astronaut suit, preserved in a museum",0.2124
Marine painted house in patriotic colors after neighbors said he could not fly American flag year round,This Marine was told by his neighbors that he could not fly the American flag all year long,0.4812
Kashmir separatist leader Yasin Malik dies in Indian jail,The claim: Yaseen Malik died in jail,0.4213
This is genuine COVID-19 prevention advice,Video shows dead bodies during post mortem,0.0
Police arrest face mask vendor not wearing one,A face mask seller was arrested for not wearing a facemask,0.6777
Cornell University professor Rob Oswald said university labs are suing CDC saying Covid-19 does not exist,The claim: University Labs Suing CDC for Covid fraud,0.2435
Video shows ballots dumped in bushes,The claim: Bags of recovered ballots thrashed inside the Bush,0.1538
Justin Trudeau takes $2 billion from Canadian retirement fund and gives it to Mumbai,Ottawa invested $2 billion from CPP funds in Indian stressed assets,0.3293
People of the Hunza Valley live cancer-free because they consume apricot seeds which kill cancer cells,The claim: People of Hunza Valley are the only people in the world without cancer,0.3578
Video shows Indian police beating man to death for violating COVID-19 lockdown,Video of a poor man violating India's extreme lockdown,0.1695
Anti-Sharia signboard put up by the Indian Army on the India-Pakistan border.,The claim: The Indian PAKISTAN border is a hard-hitting statement.,0.1938
Fire-emitting bird causes forest fires in Australia,Video shows a bird in the forest,0.2143
Passengers protest as ruling PTI ministers cause flight delay in Pakistan,Photo shows PIA flight from Islamabad to Skardu in 2018,0.0917
Video shows blast at Aramco oil refinery in Saudi Arabia,Saudi Aramco Refinery blast,0.2128
Free DNA testing in South African hospitals and clinics from June 2022,The claim: DNA tests will be done freely at government clinics,0.213
Ukrainian troops on Snake Island killed by Russia,Ukrainian border guards dead in Ukraine,0.0641
Westpac to stop accepting cash and cheque deposits by the end of 2020,Westpac will not accept cash and cheque deposits,0.4711
Baseball legend Hank Aaron's death is related to his Moderna Covid-19 vaccination,The claim: Hank Aaron died after receiving the Moderna mRNA vaccine,0.2447
"Roadside sculpture carved by father who lost his wife, child to a drunk driver",The roadside sculpture carved by a father who lost his wife and unborn child to a drunk driver.,0.9046
The Cairo Tower in Egypt was lit up in the colours of the Palestinian flag in solidarity.,Video shows the flag of beloved Palestine,0.0888
Genuine video of a plane narrowly avoiding an oil tanker upon landing,The claim: Narrow escape of an aircraft could have ended in a great disaster,0.122
Clothes of Sri Lanka Easter Sunday bomb victims at church they were killed in,Video of the victims of a bomb blast in Sri Lanka,0.3112
Halyna Hutchins' next project was a documentary about Hollywood pedophile rings,The director of photography killed by Alec Baldwin was attached to the controversial upcoming documentary about alleged pedophile,0.2505
Henry Kissinger made these pro-Trump remarks,The former Secretary of State Henry Kissinger said that Donald Trump is a phenomenon that foreign countries haven’t seen before.,0.2435
USPS is not losing money and has no debt,USPS is the largest employer of veterans,0.2131
Magnet video proves COVID-19 vaccines contain microchips.,Video shows مغناطيس يلتصق باليد,0.2435
The Greens signed the Native Forest Protection Act to defund National Park Rangers and control burn programs,Greens are not responsible for the severity of these fires.,0.0915
Photo shows bombing in Gaza in January 2022,Video shows Palestinians on the first night of the new year,0.0602
Rapex condom can be bought at pharmacies and Shoprite,This condom can be found in Pharmacies and Shoprite stores.,0.6401
People vaccinated against Covid-19 should avoid MRI scans,The claim: I am warning vaxxed individuals to avoid MRI scans,0.3505
Photo of BJP candidate dressed as Hanuman monkey god,BJP's Lok Sabha candidate Ranaghat,0.1149
Photos of cleaners in Hong Kong during the 2019 pro-democracy protests,Video shows cleaning bees in Hong Kong,0.2778
Photo shows 2022 farmers' convoy in the Netherlands,"Canada has, it inspires others to do the same.",0.0543
White House employees are exempt from government vaccine mandate,White House employees exempted from a vaccine mandate they aredemanding for the rest of US,0.7005
"This video shows food donated to Turkey, which is on lockdown due to the novel coronavirus pandemic",Video shows people leaving food packets in Turkey,0.1857
Flu vaccine raises risk of coronavirus infection,"Bill A4576 does not guarantee better health outcomes, puts vulnerable children at risk, and creates costly administrative burdens.",0.0595
Photo shows Japanese officials paying respect to people working to contain the coronavirus pandemic,The claim: The Philippines is the most dangerous country in the world,0.036
USPS is not losing money and has no debt,USPS is not in debt,0.436
Eating infant flesh caused novel coronavirus outbreak,Video shows food at a restaurant in Wuhan,0.0
Video Show The Dawah Group Is littered With Dead Bodies Inside Their Own Apartments,The Dawah Group is littered with dead bodies,0.5964
Video shows face masks from China inserted with RFID chips,The claim: Made in China masks are made from polypropylene,0.1485
Canada 'free' of COVID-19 in August 2020,Video shows Covid-19 in Canada,0.3319
Pakistani Muslims uproot saplings as planting trees is un-Islamic,Imran Khan copied PM Shri Modi's tree plantation drive in Pakistan,0.0538
Magnets can stick to your arm after a Covid-19 jab because they contain a microchip or other metals.,The claim: COVID-19 vaccines contain magnets,0.0843
PEP job ads on Facebook,Pep is looking for unemployed people to start working immediately this coming March,0.0862
Plan B banned in Missouri,This video shows a man banned in Missouri,0.5556
Mail-in ballots arriving after Election Day will be thrown out.,Video shows mail-in ballots being thrown out after Election Day,0.7146
Videos show Putin sending warning to Nigeria,The claim: “What Russia does to Ukraine is non of your business.”,0.0633
"US Congresswoman Marjorie Taylor Greene said: ""People are dying who have never died before""","The claim: ""People are dying who have never died before.""",0.6567
Report shows ICC practices selective justice in Philippine drug war probe,The International Criminal Court (ICC) rejects request to investigate war crimes in Afghanistan,0.1316
Russia lands two nuclear bombers in Venezuela,Russia deploys two nuke bombers in US backyard,0.4445
Novak Djokovic said 'pressure is a privilege' in reference to Simone Biles.,Video shows Novak Djokovic throwing a racket into the stands,0.1879
Covid-19 vaccines kill more people then they save,Steve Kirsch addresses the elephant in the room during the FDA panel’s public hearing,0.0
Cory Aquino's presidency was unconstitutional in the Philippines,The claim: Arturo Tolentino was the duly elected Vice President of the country in 1986,0.2062
Biden sworn in on upside down Bible in 2021,Biden swore on an Bible with an upside down cross just like all other devil’s puppets,0.3758
"Photo shows Dr. Fauci, Melinda Gates and Barack Obama at Wuhan lab in 2015",The claim: Dr. Anthony Fauci was with Barack Obama in 2015,0.3477
Philippines lifts coronavirus restrictions on basketball games in November 2020 for entire country,Video shows basketball players being allowed to play in the same barangkay,0.0775
Social distancing was not practiced at John Lewis's funeral,The claim: John Lewis and George Floyd are allowed to have funerals,0.2481
McDonald's offering free coffee and bakery goods to teachers,"The claim: We are giving back to teachers by offering any one of our new Bakery Sweets, an Apple Fritter, Cinnamon Roll",0.2745
Covid-19 vaccines do not protect 5-year-olds or 12-year-olds against serious illness or death with the disease.,COVID-19 vaccine gives good protection against your child getting seriously ill.,0.2584
Three government officials enjoy priority landing and takeoff in the country's airports.,The claim: There are 3 persons in govt that are given landing and take off priority in all PH airports as CAAP knows.,0.3523
Video of a woman who turned from a real person into a dog in Labutta,Video of a woman who turned from a real person into dog in Labutta,0.9026
David Miller's daughter has died of cancer,The heartbreaking news is that David Millers daughter has died of cancer,0.8236
Covid-19 and influenza statistics are being combined to make the numbers look worse.,This will be the last COVID-19 surveillance report as of 8 October 2021.,0.1429
£37 billion was spent on the test and trace app.,Shame does not spend tax money well. £37 billion on a failed track and trace app.,0.5747
The tweet is made by Shatrughan Sinha,"The claim: First the plunder of votes from EVMs, then the looting of notes from demonisation, shoots taking on the outskirts.",0.0568
Bananas can cure anxiety and lift your mood,Banana A Natural Beta Blocker For Anxiety,0.1266
"Quotes Trump as saying ""would you really want a president who was dumb enough to let himself get drafted?""",Donald J. Trump was dumb enough to let himself get drafted.,0.4262
"Influenza is an 'electrical disease,' New technology caused past pandemics",The flu is an electrical disease,0.3289
Delta variant of Covid 19 is connected to Delta Power Solutions,5-Gee and the #0v-d vaxxne will trigger your body to fry from the inside out,0.0435
"Hillary Clinton illegally gave $700,000 to Andy McCabe and his wife for a political campaign while she was being investigated for her private email server",The claim: Andy McCabe was the head of the FBI,0.1043
Article 42 of the Magna Carta 'enshrines' the right to free movement at home and across borders in peacetime.,"In future it shall be lawful for any man to leave and return to our kingdom unharmed and without fear, by land or water, preserving his allegiance to us.",0.0905
"A Facebook post from January 9, 2020 claims former Greens leader Bob Brown ""allowed Prime Minister Julia Gillard to form government"".",The Greens gained the balance of power and signed the Native Forest Protection Act.,0.0417
Claim that the AU for relocation out of Addis Ababa,"The claim: “Just in.. internal communication for @_AfricanUnion, staff are told immediately leave the capital with their valuables until further notice.”",0.1271
"""Women's unemployment has been lower under President Trump than it's been in nearly 70 years.""",Women’s unemployment has been lower under President Trump than it's been in nearly 70 years.,0.8536
Safe abortion doesn't exist.,The claim: “Safe abortion doesn’t exist.”,0.5682
WHO Warns Against Consuming Cabbage To Prevent COVID-19,The coronavirus stays in cabbage for a very long time,0.061
The New Zealand government ignored warnings from Medsafe that there were 58 serious issues with the COVID Pfizer vaccine,A US regional clinical trial director has filed a $2 billion US lawsuit against Pfizer for faking its trial data and publishing fraudulent safety claims about its highly experimental Covid-19 vaccine.,0.049
The Track and Trace app cost £37 billion.,The claim: We are referring to the test and trace lies.,0.3957
CDC document confirms that SARS-CoV-2 has never been isolated.,This study conducted with characterized stocks of in vitro transcribed full length RNA (N gene) spiked into a diluent consisting of a suspension of human A549 cells and viral transport medium,0.0
"Any vaccine that needs to be stored and shipped at -80 degrees isn't a vaccine. It's a transfection agent, kept alive so it can infect your cells and transfer genetic material.",This is genetic manipulation of humans on a massive scale. Shut it down.,0.0885
A rap song in support of the farmers' protest was played recently on MTV channel.,Video shows farmers protesting during the Miss India contest,0.0926
A Facebook post alleges President Trump made derogatory remarks regarding Africans.,Donald Trump has hit hard at Africans once again,0.0855
Ohio train derailment was a false flag operation,The Ohio River is a water source for over 5 million people,0.119
"""the way iron cuts iron, in the same way, an alcoholic will end drugs."": Raghav Chadhha said about choosing Bhagwant Mann as CM face of AAP",Bhagwant Mann is heavily addicted to alcohol,0.0866
RTI shows Rs 30 cr spent on PM Modi's Morbi trip,The post detailed how RTI was spent on Narendra Modi’s visit to Morbi,0.3024
A British navy captain tried to order an Irish lighthouse to move out of the way.,The claim: We are the lighthouse.,0.0932
Cadbury products contaminated with HIV positive blood,This is a guy who added his infected blood to Cadbury products.,0.3363
"Babiya, the god's own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.

The divine crocodile lived in the temple's lake for over 70years by eating the rice & jaggery prasadam of Sri Ananthapadmanabha Swamy & guarded the temple.

May she attain Sadgati, Om Shanti!","Babiya, the God’s own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam",0.2438
The UP College of Engineering (UP CoE) is housing a branch of the Communist Party of the Philippines (CPP).,The claim: Chad Booc is no hero volunteer for the indigenous people of Mindanao,0.0866
27% of Conservative voters say they will ditch Boris Johnson over bike lanes.,Anyone using or reporting a poll should look carefully and decide for themselves whether they think they were worded clearly and fairly or not.,0.0625
The head of pharma at Bayer admitted MRNA vaccines are gene therapy.,The mRNA vaccines are an example for cell or gene therapy,0.4395
Photo of BJP's presidential candidate Draupadi Murmu with Mohan Bhagwat at the RSS headquarters in Nagpur,BJP's presidential candidate Draupadi Murmu visited Mohan Bhagwat at the RSS headquarters in Nagpur. Is there any doubt that she will just be a rubber stamp and not be able function independently.,0.7436
Amazon is selling off pallets loaded with uncollected DHL parcels for £2 each.,The claim: Uncollected parcels from DHL's 22 post offices have formed into huge pallets and are now sitting idle in Amazon warehouses,0.1667
"A Goan Catholic priest from a family of 400 years in Xianity,Fr Anthony Fernandes, left Christianity , returned to Sanatan Dharma. During Gharwapasi at Ram Krishna Temple , he revealed the reason why left Christianity — He needs a space to live with truth , he is tired of living 24X7 Lie even in sleep.","A Goan Catholic priest from a family of 400 years in Xianity,Fr Anthony Fernandes, became a Hindu",0.3013
Clarified butter (ghee) in bread (roti) strengthens bones and reduce hair fall,The claim: Eating ghee in roti daily strengthens your bones and ends the problem of hair loss,0.296
"The Human Meat Project is using donated bodies and organs to create ""alternative meat consumption options.""","The Human Meat Project is real, and it gets worse",0.2808
"Sonia Gandhi is saying, ""I am Indira Gandhi's daughter-in-law, not afraid of anyone.""","The claim: When ED called Sonia for questioning for stealing from public treasury, Sonia said I am Indra's daughter-in-law",0.2966
Video shows crop field in Ukraine under fire from Russian troops,"Ukrainian farmers just doing what they are best at, russian shooting fire missiles into Ukraine crops trying to ruin there harvest",0.1653
Where are you.. see after cremating Congress in Gujarat Hardik Patel ready to launch new CD,There are you see after cremating Congress in Gujarat Hardik Patel ready to launch new CD.,0.8813
Mustard oil prevents a person from getting infected with COVID-19,Covid-19 is a श्वसन related disease,0.1042
you can get rid of UTI and cleanse your kidneys and liver with juice,Video shows juice that helps cleanse the KIDNEYS and live,0.2321
Joe Biden wants to raise taxes on 82% of all Americans.,Joe Biden wants to raise taxes on 82% of all Americans.,0.9998
"Patanjali Chairman Acharya Balakrishna. The one who said that the corona would be cured if we drank cow urine. Even though he could not come and breathe today, he admitted to the famous private hospital without drinking cow urine.","Acharya Bala Krishna, Patanjali chairman Amit Shah",0.0799
Carrots can prevent osteoporosis,"The claim: Carrots are an abundant source of vitamin K, potassium, and antioxidants",0.0962
"""(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight.""",Video shows gun rights groups announce new gun safety legislation,0.0
The risk of a child dying of Covid-19 is around one in 3.5 million.,The claim: What studies are you citing exactly cause you cannot find amy corroborating this figure.,0.0649
Donald Trump falsely claimed that World Health Organization took China at its word early in the coronavirus pandemic,The claim: Pres. Trump is trying to blame the WHO for its early coronavirus response,0.1676
Elon Musk gonna buy Facebook and he will delete it same as what facebook did to friendster. OMG karma is real,Elon Musk will buy Facebook and he will delete it same as what Facebook did to friendster,0.7136
Sonia Gandhi fourth richest in the world,Sonia Gandhi’s entire clan is so honest that she is 4th richest politician,0.4808
Trupti Desai Converted To Christianity,Tripti Desai converted to christianity three years back.close connected to conversion racket.,0.5442
Trupti Desai Converted To Christianity,The claim: Trupti Desai is a Christian,0.4822
Modi Govt Has Paid Back UPA-era Oil Bonds Of Rs 1.3 Lakh Crore,PM Manmohan Singh said that money does not grow on trees & left unpaid bills of oil bonds worth Rs. 1.3 lakh crore.,0.447
Mumbai/ Hyderabad airport flooded due to heavy rain,Mumbai Airport flooded,0.25
Ashok Gehlot: Generating electricity will remove energy from water,The claim: Water is of no use since it loses all power and will be ineffective in farms.,0.1364
Ashok Gehlot: Generating electricity will remove energy from water,The claim: Water contains electricity. If Water used in Dam then Electricity lost from the Water and Water becomes useless for Farmers.,0.1739
Karnataka Govt waived loans of only 800 farmers,"The Congress govts in relatively poorer states like MP & Chhatrapatigarh where able to waive off #Farmloans in less than 10 days, sadly the cong-JDS which succeeded a Cong-govt aren’t able atwive off loans in Karnataka effectively except for a paltry 800.",0.2101
Rice-for-oil agreement with Iran is a unique initiative by Modi Government,India will send rice to Iran in the exchange of crude oil,0.045
Passengers in Uttarkhand to be charged for rescue operations,The Uttarakhand CM has become the first CM ever to charge stranded citizens for rescue operations.,0.4551
Arnab Goswami calls Keralites shamless,"The claim: Arnab Cowswamy, unofficial spokesman of the sanghis (RSS) calls victims of Kerala floods ""the most shamless bunch of Indians I have ever seen.""",0.1948
14-year old raped inside mosque in Moradabad,Video of a girl raped in a mosque,0.2113
Kanhaiya Kumar failed for 11th time in JNU exam,The claim: Kanhaiyajnusu has failed for the 11th time in JNU,0.6332
Church in Tamil Nadu involved in Tuticorin riots,This is one of the church raided by TN police at Tuticorin after the riots.,0.1705
Video is of drone attack that killed top Iranian general Qassem Soleimani,PENTAGON HAS RELEASED VIDEO FOOTAGE OF KILLING IRAN'S GENERAL QASSEM SOLIMANI IN DRONE ATTACK LAST WEEK,0.458
Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.,The claim: COVID-19 vaccine will cure patients within 3 hours after injection,0.0719
"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500
",Video shows Covid-19 testing cost in India,0.154
"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500
",Saudi Arabia and Iraq are Muslim countries.,0.0485
"Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",Video of a man who manufactured and sold the Corona virus to China,0.2424
"Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",Video of a man who manufactured and sold the coronavirus to China,0.2793
All employees of a Punjab National Bank branch at Ghaziabad's Loni have been found corona positive.,"The claim: All Bank staff of PNB, Loni, Ghaziabad are corona positive",0.271
Video of Muslim woman being brutally beaten up in India.,Muslim woman beaten in front of police,0.3509
Coca-Cola sold just 25 bottles in its first year.,Coca-Cola only sold 25 bottles the first year but kept never giving up.,0.607
Coca-Cola sold just 25 bottles in its first year.,Coca Cola sold 25 bottles their first year.,0.5682
Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,The King of Bahrain arrives in Dubai with his robot bodyguard.,0.8524
Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,The King of Bahrain arrived in Dubai with his robot bodyguard fitted 360 with cameras and in built pistols. Technology moving very fast than ever in history. Now politicians might order this too,0.665
Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,The King of Bahrain arrives in Dubai with his robot bodyguard! The fourth industrial revolution is changing the world. Previous the population of a country determined its global power because of soldiers it could deploy,0.6971
Pigeon visited lonely patient in hospital,Pigeon comforts an elderly without family in hospital,0.4122
"Rare clip of Bruce Lee playing ping-pong with Nunchaku
",Bruce Lee played table tennis with his nunchuck,0.4213
A Hindu woman in Bangladesh is being converted to Islam,"Video shows Muslim women in Silhat, Bangladesh",0.2608
This is the video of 'Made in India' double-decker metro train coaches in Australia.,"The claim: 22 metro trains made in Sydney yesterday were all trains MADE IN INDIA! Coaches Made here in ICF Coach Factory, chennai are powering foreign land transportation",0.2741
"Lions released on Russian streets by Vladimir Putin to force people inside
",Russian President Vladimir Putin has released 800 tigers and lions to force people to stay inside their homes to combat #coronavirus,0.5294
"Kalonji or Nigella Sativa seeds have 100 per cent hydroxychloroquine, and its consumption with honey can prevent coronavirus.",Hydroxychloroquine is found 100% in kalonji seeds.,0.1323
Mumbai's popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,Video shows WIBS bread factory sealed as one of the employees has been tested positive,0.2478
Mumbai's popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,The claim: Wibs Company is sealed due to Corona virus positive worker,0.1092
Mumbai's popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,The claim: Wibs bread company is seal Massage from Mumbai wibs bread worker,0.2085
All employees of Punjab National Bank in Loni in Ghaziabad have tested positive for coronavirus,"The entire Punjab National bank staff in Loni, Ghaziabad found #Covid-19 positive. One of the office boys who ran alcohol errands for the staff, turned out as the carrier. As are the long #liquor queues",0.3911
Tamil Nadu DMK party leader Selvakumar kicked a lady doctor on duty,Tamilnadu DMK party Leader Selva Kumar kicked Lady Doctor on duty. Forward this video to all groups until he will be punished.,0.5901
Tamil Nadu DMK party leader Selvakumar kicked a lady doctor on duty,Tamilnadu #BJP party Leader Selva Kumar mercilessly kicking the Lady Doctor on duty,0.5512
Tamil Nadu DMK party leader Selvakumar kicked a lady doctor on duty,Video shows Tamilnadu DMK leader Selvakumar kicks a lady doctor on duty,0.7459
Dalit woman beaten up in Uttar Pradesh for drawing water from upper caste well.,"This unlucky woman is being beaten because she belongs to the lower caste ""Dalit"" of Hindus.",0.1623
"After destroying the world economy, WHO has now taken a U-turn, saying asymptomatic Covid-19 cases rarely spread the disease.",The World Health Organization has taken a complete U turn and said that (asymptomatic) Corona patients neither need be isolated nor quarantined.,0.2386
King of Bahrain arrives in Dubai with his robot bodyguard fitted 360 with cameras and inbuilt pistols,The King of Bahrain arrived in Dubai with his robot bodyguard fitted 360 with cameras and in built pistols. Technology moving very fast than ever in history. Now politicians might order this too,0.8444
King of Bahrain arrives in Dubai with his robot bodyguard fitted 360 with cameras and inbuilt pistols,The King Of Bahrain’s body guard is a robot that has 360 cameras and pistols built inside it.,0.4036
King of Bahrain arriving at Dubai with his robot bodyguard,The King of Bahrain arrives in Dubai with his robot bodyguard! The fourth industrial revolution is changing the world. Previous the population of a country determined its global power because of soldiers it could deploy,0.6776
Mother fox breastfeeding baby koalas during Australian bushfires.,A mother fox feeds a koala babies after she finds them starving next to the dead mother during the Australian bushfire,0.4702
Man went to police station with severed head of sister's rapist in Chennai.,"An Indian man whose sister was raped, chopped the rapist's head and brought it to police station. Maybe we need more men like him like he",0.4197
WHO has advised people against social distancing and quarantine amid COVID-19 outbreak,The World Health Organisation has taken a complete u turn and said that corona patients neither need isolate nor quarantine nor social distance and it can not transmit from one patient to another.,0.3141
Jama Masjid will issue a fatwa against Tanishq advertisement,Jama Masjid is issuing Fatwa against Tanishq,0.6392
Cheetahs cuddling with servant of Pipleshvar Mahadev Mandir,A Chetah with his family comes and sleeps with the priest of Pipaleshwar Temple,0.1744
"Rare footage of Prime Minister Narendra Modi performing yoga.
",PMOIndia @narendramodi doing yoga Agree,0.1953
"Republican congresswoman Lauren Boebert tweeted about House Speaker Nancy Pelosi's whereabouts during the Jan. 6, 2021 Capitol riot.",Lauren Boebert revealed to the terrorists Nancy Pelosi's location in the Capitol during the insurrection,0.3659
